path,anneal_temperature,anneal_time,anneal_time_unit,cool_method,magnification,primary_microconstituent,filename,full_path,file_exists
micrograph1682.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph1682.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1682.png,True
micrograph1427.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph1427.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1427.png,True
micrograph72.png,970,3,H,Q,98X,network,Croppedmicrograph72.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph72.png,True
micrograph433.png,970,90,M,AR,491x,spheroidite+widmanstatten,Croppedmicrograph433.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph433.png,True
micrograph685.png,970,24,H,Q,1473X,spheroidite,Croppedmicrograph685.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph685.png,True
micrograph907.png,970,8,H,Q,982x,spheroidite,Croppedmicrograph907.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph907.png,True
micrograph1693.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph1693.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1693.png,True
micrograph39.png,970,5,M,FC,982x,spheroidite,Croppedmicrograph39.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph39.png,True
micrograph82.png,800,24,H,Q,1964X,spheroidite,Croppedmicrograph82.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph82.png,True
micrograph1672.png,800,90,M,Q,4910x,spheroidite,Croppedmicrograph1672.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1672.png,True
micrograph388.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph388.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph388.png,True
micrograph184.png,800,8,H,Q,4910X,spheroidite,Croppedmicrograph184.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph184.png,True
micrograph1205.png,900,90,M,Q,1964X,spheroidite,Croppedmicrograph1205.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1205.png,True
micrograph884.png,1000,5,M,Q,491x,spheroidite+widmanstatten,Croppedmicrograph884.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph884.png,True
micrograph1645.png,800,24,H,Q,1964X,spheroidite,Croppedmicrograph1645.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1645.png,True
micrograph520.png,970,90,M,AR,98X,network,Croppedmicrograph520.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph520.png,True
micrograph1098.png,900,90,M,Q,1964X,spheroidite,Croppedmicrograph1098.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1098.png,True
micrograph885.png,800,8,H,Q,,spheroidite,Croppedmicrograph885.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph885.png,True
micrograph545.png,900,90,M,Q,118x,network,Croppedmicrograph545.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph545.png,True
micrograph65.png,800,90,M,Q,98x,network,Croppedmicrograph65.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph65.png,True
micrograph816.png,1000,5,M,Q,344x,spheroidite+widmanstatten,Croppedmicrograph816.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph816.png,True
micrograph1127.png,800,3,H,Q,4910X,spheroidite,Croppedmicrograph1127.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1127.png,True
micrograph306.png,700,5,M,Q,98X,network,Croppedmicrograph306.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph306.png,True
micrograph1217.png,970,3,H,Q,98x,network,Croppedmicrograph1217.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1217.png,True
micrograph435.png,970,3,H,Q,1964X,spheroidite,Croppedmicrograph435.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph435.png,True
micrograph1210.png,970,3,H,Q,98X,network,Croppedmicrograph1210.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1210.png,True
micrograph406.png,970,90,M,Q,3437X,spheroidite,Croppedmicrograph406.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph406.png,True
micrograph354.png,970,90,M,Q,491x,spheroidite+widmanstatten,Croppedmicrograph354.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph354.png,True
micrograph95.png,900,90,M,Q,118x,network,Croppedmicrograph95.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph95.png,True
micrograph1640.png,970,90,M,FC,1473X,spheroidite,Croppedmicrograph1640.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1640.png,True
micrograph90.png,970,24,H,Q,982x,spheroidite,Croppedmicrograph90.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph90.png,True
micrograph1096.png,800,24,H,Q,,spheroidite,Croppedmicrograph1096.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1096.png,True
micrograph1022.png,970,90,M,Q,1964X,spheroidite,Croppedmicrograph1022.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1022.png,True
micrograph1543.png,970,5,M,FC,19641X,spheroidite,Croppedmicrograph1543.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1543.png,True
micrograph889.png,970,24,H,Q,786x,spheroidite,Croppedmicrograph889.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph889.png,True
micrograph363.png,970,24,H,Q,786x,spheroidite,Croppedmicrograph363.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph363.png,True
micrograph1474.png,970,90,M,Q,3437X,spheroidite,Croppedmicrograph1474.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1474.png,True
micrograph88.png,970,24,H,Q,118x,network,Croppedmicrograph88.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph88.png,True
micrograph1262.png,1000,5,M,Q,,spheroidite,Croppedmicrograph1262.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1262.png,True
micrograph1063.png,900,5,M,Q,1964X,spheroidite+widmanstatten,Croppedmicrograph1063.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1063.png,True
micrograph933.png,800,3,H,Q,1964X,spheroidite,Croppedmicrograph933.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph933.png,True
micrograph1057.png,970,5,M,FC,4910X,spheroidite+widmanstatten,Croppedmicrograph1057.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1057.png,True
micrograph1185.png,970,90,M,Q,982x,spheroidite,Croppedmicrograph1185.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1185.png,True
micrograph1412.png,970,24,H,Q,98x,network,Croppedmicrograph1412.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1412.png,True
micrograph890.png,970,5,M,FC,2455X,spheroidite+widmanstatten,Croppedmicrograph890.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph890.png,True
micrograph1407.png,970,90,M,Q,4910X,spheroidite,Croppedmicrograph1407.png,C:\Users\hp\Downloads\archive\For Training\Cropped\Croppedmicrograph1407.png,True
